RANGO ETARIO,NIVEL EDUCACIONAL,SEXO,ESTADO CIVIL,ACTIVIDAD,ESTADO ACTUAL,AÑO APERTURA TARJETA,CUPO MÁXIMO,PORCENTAJE DE USO DEL CUPO,VECES QUE COMPRA EN PROMEDIO AL AÑO,UNIDADES COMPRADAS DEL PRODUCTO A,UNIDADES COMPRADAS DEL PRODUCTO B,CANTIDAD HISTORICA DE ATRASOS EN PAGOS,COMPRA PRODUCTO EN PROMOCIÓN
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,8,5,11,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2010,"408,798",100.0%,8,9,10,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,8,7,4,6,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"1,713,738",100.0%,11,3,1,14,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,5,0,8,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,EMPRESARIO,SIN DEUDA,2014,"301,500",0.0%,6,6,4,25,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2009,"301,500",45.5%,6,0,4,19,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"2,675,975",100.0%,12,1,0,10,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,2,3,2,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,5,7,10,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,3,6,23,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,6,10,3,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",77.5%,6,5,3,16,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,4,0,8,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",28.5%,6,9,5,20,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"471,082",100.0%,8,2,10,17,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,8,8,17,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,7,2,7,2,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",30.3%,6,2,0,16,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,5,0,25,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",64.8%,6,0,4,20,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2011,"301,500",0.0%,7,0,4,14,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.1%,10,1,0,11,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,2,8,10,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,10,0,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",0.0%,8,8,6,24,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,5,9,3,24,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,8,3,9,11,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",55.2%,9,10,10,18,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,3,4,22,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,,SIN DEUDA,2006,"301,500",0.0%,5,9,5,18,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,8,8,25,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",100.0%,5,2,10,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,3,7,0,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,2,5,23,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",28.4%,5,5,6,24,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,6,3,5,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2007,"301,500",0.0%,7,1,10,24,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",100.0%,9,0,0,1,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2013,"301,500",0.0%,5,3,4,15,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,9,10,21,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"301,500",0.0%,5,3,5,24,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,7,6,5,10,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"560,790",100.0%,13,1,5,21,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",34.4%,6,6,8,6,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,8,1,7,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"810,064",100.0%,17,6,1,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,1,0,17,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",1.0%,14,10,9,1,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2009,"301,500",0.0%,5,9,2,1,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"301,500",92.2%,7,9,9,6,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",26.5%,6,9,6,23,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,3,6,15,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",0.0%,5,7,3,12,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,7,10,14,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"4,434,872",100.0%,7,7,7,0,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,6,4,3,17,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,10,7,16,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,4,4,18,NO
ENTRE 30 Y 40,EDUC. MEDIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"537,532",100.0%,11,5,1,0,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",0.0%,6,0,0,15,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",1.2%,6,10,0,9,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2005,"301,500",0.0%,6,1,4,14,SI
ENTRE 30 Y 40,EDUC. MEDIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",42.6%,5,1,3,9,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"4,776,532",100.0%,11,1,6,4,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,8,3,1,10,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"376,344",100.0%,11,1,6,1,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,5,3,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2005,"1,515,936",100.0%,8,9,9,24,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",100.0%,6,9,5,2,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,9,5,2,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,8,7,5,19,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",36.1%,8,8,4,23,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"301,500",6.8%,5,10,7,3,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,2,7,20,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2012,"517,489",100.0%,5,6,7,24,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,5,10,3,10,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",31.7%,9,6,2,8,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",0.0%,5,7,7,7,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",0.0%,8,8,8,19,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",53.9%,7,1,1,24,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,5,3,10,9,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",7.0%,9,1,7,23,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",1.1%,9,8,3,14,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"384,768",100.0%,8,6,5,22,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,9,5,23,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",47.0%,6,3,6,15,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,5,8,24,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2011,"301,500",22.7%,7,6,9,24,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2012,"301,500",70.3%,15,4,2,23,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",7.1%,7,6,8,1,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,7,4,22,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,5,4,20,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,4,5,3,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",89.3%,8,7,0,14,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,5,7,2,0,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",100.0%,8,6,6,22,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,12,2,7,4,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,10,5,6,23,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,5,10,24,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,8,4,7,5,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,7,3,3,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"301,500",0.0%,10,3,4,20,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,8,7,6,9,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,VIUDO,,SIN DEUDA,2007,"301,500",71.1%,5,10,8,12,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2006,"301,500",0.0%,7,8,3,4,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",18.0%,7,8,8,7,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,10,7,22,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2008,"301,500",0.0%,6,4,1,16,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2009,"301,500",77.0%,8,8,4,10,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"301,500",0.0%,6,2,8,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",63.3%,8,0,6,9,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,1,7,12,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,8,0,3,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,10,8,21,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,5,0,5,3,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"965,174",100.0%,8,1,9,18,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,0,4,21,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,0,5,7,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2013,"301,500",0.0%,6,7,5,15,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.1%,8,0,4,3,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2010,"301,500",68.9%,7,4,1,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",14.1%,8,8,3,23,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,2,4,1,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.2%,7,7,2,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",19.8%,8,3,10,17,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,VIUDO, ,SIN DEUDA,2005,"301,500",0.0%,7,6,6,7,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",27.3%,8,0,2,4,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",27.7%,10,5,2,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",1.3%,7,0,4,2,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",13.6%,6,7,1,15,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,9,1,9,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2005,"301,500",0.0%,7,10,5,12,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",39.9%,7,2,1,12,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",85.2%,6,1,9,24,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",51.5%,6,6,3,0,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,7,8,6,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,10,2,0,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"301,500",0.0%,5,8,1,8,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",1.6%,5,6,3,8,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,7,0,4,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,7,3,7,2,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"301,500",6.1%,6,1,5,6,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",28.6%,8,7,8,23,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,7,5,4,15,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"301,500",0.0%,5,4,5,3,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"363,995",100.0%,8,1,8,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2007,"301,500",1.1%,5,8,0,12,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",0.0%,8,5,7,8,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,4,1,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"1,107,470",100.0%,9,1,0,3,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,8,5,2,8,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"720,627",100.0%,12,2,4,14,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,2,6,6,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,7,10,23,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"419,314",100.0%,7,9,9,18,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,10,2,10,19,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",10.9%,5,10,6,15,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2013,"301,500",0.0%,5,1,1,7,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"301,500",92.2%,11,4,4,18,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"1,692,898",100.0%,7,5,4,20,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2011,"301,500",46.0%,7,9,5,0,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"394,458",100.0%,15,6,8,13,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,4,10,13,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,6,9,0,NO
